type;date;period1;period2;maturity;calendarCountry;businessDayConvention,;terminationDateBusinessDayConvention;dateGeneration;price;currency2
fra;16-04-01;1;4;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,006664;-
fra;16-04-01;2;5;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,006987;-
fra;16-04-01;3;6;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007219;-
fra;16-04-01;4;7;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007521;-
fra;16-04-01;5;8;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00781;-
fra;16-04-01;6;9;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00805;-
fra;16-04-01;1;7;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009496;-
fra;16-04-01;2;8;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009742;-
fra;16-04-01;3;9;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009925;-
fra;16-04-01;1;4;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,006;-
fra;16-04-01;2;5;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00596;-
fra;16-04-01;3;6;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0059;-
fra;16-04-01;4;7;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00576;-
fra;16-04-01;5;8;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00576;-
fra;16-04-01;6;9;3;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00577;-
fra;16-04-01;1;7;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,0073;-
fra;16-04-01;2;8;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00731;-
fra;16-04-01;3;9;6;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00724;-
fra;16-04-01;1;4;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00429;-
fra;16-04-01;2;5;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00431;-
fra;16-04-01;3;6;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00415;-
fra;16-04-01;4;7;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0036;-
fra;16-04-01;5;8;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00275;-
fra;16-04-01;6;9;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0019;-
